plan_sha256,contract_file_sha256,benchmark_sha256,evidence_sha256_270m,evidence_sha256_1b,evidence_sha256_4b,implementation_git_revision,scope,group,model,metric,value
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,observation_count,600
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,oracle_correct_count,335
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,oracle_incorrect_count,265
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,contract_accept_count,396
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,contract_reject_count,204
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,false_accept_count_before_replay,240
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,false_accept_caught_count,167
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,false_accept_remaining_count,73
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,newly_admitted_incorrect_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,counterfactual_false_accept_count,73
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,correct_rejected_count,12
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,newly_rejected_correct_count,12
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,newly_recovered_correct_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,false_accept_catch_rate,0.6958333333333333
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,precision_among_contract_accepted_observations,0.8156565656565656
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,baseline_gate_survived_count,570
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,counterfactual_gate_survived_count,391
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,raw_contract_rejection_reason_counts,"{""ACCEPTED"": 396, ""INVALID_JSON"": 1, ""JSON_VALUE_TYPE_MISMATCH"": 27, ""KEY_SET_MISMATCH"": 5, ""LINE_CONTENT_MISMATCH"": 51, ""LINE_COUNT_MISMATCH"": 44, ""SUPPLIED_VALUE_MISMATCH"": 2, ""TRANSFORM_MISMATCH"": 74}"
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,baseline_gate_rejection_reason_counts,"{""SURVIVED"": 570, ""TTFT_EXCEEDED"": 5, ""VALIDATOR_FAILED"": 25}"
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,classification_label_conformant_count,150
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,classification_label_nonconformant_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,classification_oracle_correct_count,94
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,classification_oracle_incorrect_count,56
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,classification_wrong_permitted_label_accepted_count,56
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,paired_transition_counts,"{""baseline_fail__counterfactual_fail__oracle_correct"": 5, ""baseline_fail__counterfactual_fail__oracle_incorrect"": 25, ""baseline_fail__counterfactual_survive__oracle_correct"": 0, ""baseline_fail__counterfactual_survive__oracle_incorrect"": 0, ""baseline_survive__counterfactual_fail__oracle_correct"": 12, ""baseline_survive__counterfactual_fail__oracle_incorrect"": 167, ""baseline_survive__counterfactual_survive__oracle_correct"": 318, ""baseline_survive__counterfactual_survive__oracle_incorrect"": 73}"
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,identity_false_accept_before,true
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,identity_counterfactual_false_accept,true
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,overall,overall,overall,transition_count_sum,600
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,observation_count,200
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,oracle_correct_count,78
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,oracle_incorrect_count,122
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,contract_accept_count,115
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,contract_reject_count,85
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,false_accept_count_before_replay,98
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,false_accept_caught_count,61
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,false_accept_remaining_count,37
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,newly_admitted_incorrect_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,counterfactual_false_accept_count,37
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,correct_rejected_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,newly_rejected_correct_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,newly_recovered_correct_count,0
ac7cb2ee4b47ee07c4a0a63b122d56ce47d49dffb88ff82e19fd9a32d638edf0,ea585eaf7775426ca9d58e8b8276a7bc18d7789545f84bb370aae6ac4ce6a1f0,6e255b2d44599f49a1cda82f989b110a015c16c55da54ea6501f4b8cb18fa295,425fa9328781ff2e53f69ce0a054531e106be3a6ed1380c148e35ec3d47c8ca0,a3bde560ccf875658f9129c3eaa321b51c6c29f3f5a7096d9a97eca070310622,c0576396252f39523840ca1d970648a84ec03960ca746451a10c0ef83b6cb676,c1fb5e0010e46c5a0ef0bf17ea2635da36f30426,model,gemma3:270m,gemma3:270m,false_accept_catch_rate,0.6224489795918368
